entrez_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome
9985,A_24_P344087,9841,REC8,REC8 homolog (yeast),9985.0,14
9986,A_23_P1641,9842,RCE1,"RCE1 homolog, prenyl protein protease (S. cerevisiae)",9986.0,11
9987,A_24_P9090,9843,HNRPDL,heterogeneous nuclear ribonucleoprotein D-like,9987.0,4
9988,A_23_P8664,9844,DMTF1,cyclin D binding myb-like transcription factor 1,9988.0,7
9989,A_23_P15857,9845,PPP4R1,"protein phosphatase 4, regulatory subunit 1",9989.0,18
9990,CUST_11761_PI416261804,9846,SLC12A6,"solute carrier family 12 (potassium/chloride transporters), member 6",9990.0,15
9991,A_24_P916614,9847,ROD1,polypyrimidine tract binding protein 3,9991.0,9
9992,A_23_P120694,9848,KCNE2,"potassium voltage-gated channel, Isk-related family, member 2",9992.0,21
9993,A_24_P125881,9849,DGCR2,DiGeorge syndrome critical region gene 2,9993.0,22
9994,CUST_12713_PI416261804,9850,CASP8AP2,caspase 8 associated protein 2,9994.0,6
9997,CUST_9138_PI416261804,9853,SCO2,SCO cytochrome oxidase deficient homolog 2 (yeast),9997.0,22
10000,A_23_P160354,9856,AKT3,"v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)",10000.0,1
10001,A_23_P54170,9857,MED6,mediator complex subunit 6,10001.0,14
10002,A_23_P205867,9858,NR2E3,"nuclear receptor subfamily 2, group E, member 3",10002.0,15
10003,CUST_7919_PI416261804,9859,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2,10003.0,11
10004,A_23_P52668,9860,NAALADL1,N-acetylated alpha-linked acidic dipeptidase-like 1,10004.0,11
10005,CUST_832_PI416379584,9861,ACOT8,acyl-CoA thioesterase 8,10005.0,20
10006,A_23_P126992,9862,ABI1,abl-interactor 1,10006.0,10
10007,CUST_10255_PI416261804,9863,GNPDA1,glucosamine-6-phosphate deaminase 1,10007.0,5
10008,CUST_373_PI416408490,9864,KCNE3,"potassium voltage-gated channel, Isk-related family, member 3",10008.0,11
10009,A_24_P314351,9865,ZBTB33,zinc finger and BTB domain containing 33,10009.0,X
10010,A_23_P154306,9866,TANK,TRAF family member-associated NFKB activator,10010.0,2
10011,A_24_P20753,9867,SRA1,steroid receptor RNA activator 1,10011.0,5
10013,A_23_P250455,9869,HDAC6,histone deacetylase 6,10013.0,X
10014,A_24_P125283,9870,HDAC5,histone deacetylase 5,10014.0,17
10015,A_23_P60816,9871,PDCD6IP,programmed cell death 6 interacting protein,10015.0,3
10016,A_23_P218997,9872,PDCD6,programmed cell death 6,10016.0,5
10017,CUST_15267_PI416261804,9873,BCL2L10,BCL2-like 10 (apoptosis facilitator),10017.0,15
10018,CUST_1383_PI416573500,9874,BCL2L11,BCL2-like 11 (apoptosis facilitator),10018.0,2
10019,A_24_P201739,9875,SH2B3,SH2B adaptor protein 3,10019.0,12
10020,A_23_P216489,9876,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,10020.0,9
10021,A_24_P279060,9877,HCN4,hyperpolarization activated cyclic nucleotide-gated potassium channel 4,10021.0,15
10022,A_23_P51479,9878,INSL5,insulin-like 5,10022.0,1
10023,CUST_6622_PI416261804,9879,FRAT1,frequently rearranged in advanced T-cell lymphomas,10023.0,10
10024,A_23_P150935,9880,TROAP,trophinin associated protein (tastin),10024.0,12
10025,A_23_P56170,9881,MED16,mediator complex subunit 16,10025.0,19
10026,A_23_P34307,9882,PIGK,"phosphatidylinositol glycan anchor biosynthesis, class K",10026.0,1
10036,A_24_P53519,9891,CHAF1A,"chromatin assembly factor 1, subunit A (p150)",10036.0,19
10038,A_23_P163027,9893,PARP2,poly (ADP-ribose) polymerase 2,10038.0,14
10039,A_23_P92073,9894,PARP3,"poly (ADP-ribose) polymerase family, member 3",10039.0,3
10040,A_24_P196658,9895,TOM1L1,target of myb1 (chicken)-like 1,10040.0,17
10042,A_23_P431981,9897,HMGXB4,HMG box domain containing 4,10042.0,22
10043,CUST_10522_PI416261804,9898,TOM1,target of myb1 (chicken),10043.0,22
10044,A_23_P71928,9899,SH2D3C,SH2 domain containing 3C,10044.0,9
10045,A_24_P262728,9900,SH2D3A,SH2 domain containing 3A,10045.0,19
10046,A_23_P251075,9901,MAMLD1,mastermind-like domain containing 1,10046.0,X
10047,CUST_12753_PI416261804,9902,CST8,cystatin 8 (cystatin-related epididymal specific),10047.0,20
10048,A_23_P59268,9903,RANBP9,RAN binding protein 9,10048.0,6
10049,A_23_P385063,9904,DNAJB6,"DnaJ (Hsp40) homolog, subfamily B, member 6",10049.0,7
10050,A_23_P357270,9905,SLC17A4,"solute carrier family 17 (sodium phosphate), member 4",10050.0,6
10051,A_23_P91900,9906,SMC4,structural maintenance of chromosomes 4,10051.0,3
10052,A_23_P428287,9907,GJC1,"gap junction protein, gamma 1, 45kDa",10052.0,17
10053,A_23_P78543,9908,AP1M2,"adaptor-related protein complex 1, mu 2 subunit",10053.0,19
10054,A_24_P376229,9909,UBA2,ubiquitin-like modifier activating enzyme 2,10054.0,19
10055,A_24_P194000,9910,SAE1,SUMO1 activating enzyme subunit 1,10055.0,19
10056,A_23_P165346,9911,FARSB,"phenylalanyl-tRNA synthetase, beta subunit",10056.0,2
10057,A_23_P258221,9912,ABCC5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",10057.0,3
10058,A_23_P5441,9913,ABCB6,"ATP-binding cassette, sub-family B (MDR/TAP), member 6",10058.0,2
10059,A_24_P743907,9914,DNM1L,dynamin 1-like,10059.0,12
10060,A_24_P178503,9915,ABCC9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",10060.0,12
10061,A_23_P215175,9916,ABCF2,"ATP-binding cassette, sub-family F (GCN20), member 2",10061.0,7
10062,A_23_P47135,9917,NR1H3,"nuclear receptor subfamily 1, group H, member 3",10062.0,11
10063,A_23_P65157,9918,COX17,COX17 cytochrome c oxidase assembly homolog (S. cerevisiae),10063.0,3
10066,CUST_1677_PI416261804,9921,SCAMP2,secretory carrier membrane protein 2,10066.0,15
10067,A_23_P97274,9922,SCAMP3,secretory carrier membrane protein 3,10067.0,1
10068,A_23_P203629,9923,IL18BP,interleukin 18 binding protein,10068.0,11
10069,A_23_P91487,9924,RWDD2B,RWD domain containing 2B,10069.0,21
10071,CUST_4556_PI416261804,9926,MUC12,"mucin 12, cell surface associated",10071.0,7
10072,A_23_P116091,9927,DPP3,dipeptidyl-peptidase 3,10072.0,11
10073,A_23_P256804,9928,SNUPN,snurportin 1,10073.0,15
10075,A_24_P932016,9930,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",10075.0,X
10076,A_23_P149064,9931,PTPRU,"protein tyrosine phosphatase, receptor type, U",10076.0,1
10077,CUST_15299_PI416261804,9932,TSPAN32,tetraspanin 32,10077.0,11
10078,A_23_P2026,9933,TSSC4,tumor suppressing subtransferable candidate 4,10078.0,11
10079,A_23_P380614,9934,ATP9A,"ATPase, class II, type 9A",10079.0,20
10081,A_24_P159181,9936,PDCD7,programmed cell death 7,10081.0,15
10082,A_32_P97169,9937,GPC6,glypican 6,10082.0,13
10083,A_23_P116430,9938,USH1C,"Usher syndrome 1C (autosomal recessive, severe)",10083.0,11
10084,A_23_P62139,9939,PQBP1,polyglutamine binding protein 1,10084.0,X
10085,CUST_4776_PI416261804,9940,EDIL3,EGF-like repeats and discoidin I-like domains 3,10085.0,5
10086,CUST_10829_PI416261804,9941,OC90,HERV-H LTR-associating 1,10086.0,8
10087,CUST_13315_PI416261804,9942,COL4A3BP,"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",10087.0,5
10089,A_23_P86874,9944,KCNK7,"potassium channel, subfamily K, member 7",10089.0,11
10090,A_23_P314145,9945,UST,uronyl-2-sulfotransferase,10090.0,6
10092,A_23_P126803,9947,ARPC5,"actin related protein 2/3 complex, subunit 5, 16kDa",10092.0,1
10093,A_23_P29566,9948,ARPC4,"actin related protein 2/3 complex, subunit 4, 20kDa",10093.0,3
10094,A_24_P167473,9949,ARPC3,"actin related protein 2/3 complex, subunit 3, 21kDa",10094.0,12
10096,A_23_P108785,9951,ACTR3,ARP3 actin-related protein 3 homolog (yeast),10096.0,2
10097,A_23_P377376,9952,ACTR2,ARP2 actin-related protein 2 homolog (yeast),10097.0,2
10098,A_23_P61886,9953,TSPAN5,tetraspanin 5,10098.0,4
10099,A_23_P14804,9954,TSPAN3,tetraspanin 3,10099.0,15
10100,A_23_P201193,9955,TSPAN2,tetraspanin 2,10100.0,1
10101,A_23_P49082,9956,NUBP2,nucleotide binding protein 2,10101.0,16
10102,A_23_P64650,9957,TSFM,"Ts translation elongation factor, mitochondrial",10102.0,12
10103,A_23_P160167,9958,TSPAN1,tetraspanin 1,10103.0,1
10105,A_23_P202104,9960,PPIF,peptidylprolyl isomerase F,10105.0,10
10106,A_23_P81880,9961,CTDSP2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2",10106.0,12
10107,A_24_P166431,9962,TRIM10,tripartite motif containing 10,10107.0,6
10109,A_23_P102122,9964,ARPC2,"actin related protein 2/3 complex, subunit 2, 34kDa",10109.0,2
10110,A_23_P131801,9965,SGK2,serum/glucocorticoid regulated kinase 2,10110.0,20
10111,A_23_P250404,9966,RAD50,RAD50 homolog (S. cerevisiae),10111.0,5
10112,CUST_7162_PI416261804,9967,KIF20A,kinesin family member 20A,10112.0,5
10113,A_23_P91114,9968,PREB,prolactin regulatory element binding,10113.0,2
10114,A_23_P422809,9969,HIPK3,homeodomain interacting protein kinase 3,10114.0,11
10116,CUST_10380_PI416261804,9971,FEM1B,fem-1 homolog b (C. elegans),10116.0,15
10117,CUST_15661_PI416261804,9972,ENAM,enamelin,10117.0,4
10120,CUST_6537_PI416261804,9975,ACTR1B,"ARP1 actin-related protein 1 homolog B, centractin beta (yeast)",10120.0,2
10121,A_24_P261326,9976,ACTR1A,"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)",10121.0,10
10123,CUST_5365_PI416261804,9978,ARL4C,ADP-ribosylation factor-like 4C,10123.0,2
10124,A_23_P145761,9979,ARL4A,ADP-ribosylation factor-like 4A,10124.0,7
10125,A_23_P124642,9980,RASGRP1,RAS guanyl releasing protein 1 (calcium and DAG-regulated),10125.0,15
10126,A_23_P17880,9981,DNAL4,"dynein, axonemal, light chain 4",10126.0,22
10127,CUST_8534_PI416261804,9982,ZNF263,zinc finger protein 263,10127.0,16
10128,A_24_P26073,9983,LRPPRC,leucine-rich pentatricopeptide repeat containing,10128.0,2
10129,A_23_P105862,9984,FRY,furry homolog (Drosophila),10129.0,13
10130,A_24_P319715,9985,PDIA6,"protein disulfide isomerase family A, member 6",10130.0,2
10131,A_23_P3849,9986,TRAP1,TNF receptor-associated protein 1,10131.0,16
10133,A_23_P1461,9988,OPTN,optineurin,10133.0,10
10134,A_32_P4364,9989,BCAP31,B-cell receptor-associated protein 31,10134.0,X
10135,A_32_P79396,9990,PBEF1,nicotinamide phosphoribosyltransferase,10135.0,7
10136,CUST_16520_PI416261804,9991,CELA3A,"chymotrypsin-like elastase family, member 3A",10136.0,1
10137,A_23_P502832,9992,RBM12,RNA binding motif protein 12,10137.0,20
10138,CUST_14080_PI416261804,9993,YAF2,YY1 associated factor 2,10138.0,12
10139,CUST_6696_PI416261804,9994,ARFRP1,ADP-ribosylation factor related protein 1,10139.0,20
10140,A_23_P164179,9995,TOB1,"transducer of ERBB2, 1",10140.0,17
10141,A_23_P7048,9996,C4orf6,chromosome 4 open reading frame 6,10141.0,4
10142,A_23_P309261,9997,AKAP9,A kinase (PRKA) anchor protein (yotiao) 9,10142.0,7
10143,A_23_P26404,9998,CLEC3A,"C-type lectin domain family 3, member A",10143.0,16
10144,A_23_P370651,9999,FAM13A,"family with sequence similarity 13, member A",10144.0,4
10146,A_23_P336479,10001,G3BP1,GTPase activating protein (SH3 domain) binding protein 1,10146.0,5
10147,CUST_11603_PI416261804,10002,SFRS14,SURP and G patch domain containing 2,10147.0,19
10148,A_24_P370201,10003,EBI3,Epstein-Barr virus induced 3,10148.0,19
10149,CUST_10292_PI416261804,10004,GPR64,G protein-coupled receptor 64,10149.0,X
10150,A_24_P56317,10005,MBNL2,muscleblind-like splicing regulator 2,10150.0,13
10151,A_32_P77502,10006,HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,10151.0,10
10152,A_23_P79692,10007,ABI2,abl-interactor 2,10152.0,2
10153,CUST_12410_PI416261804,10008,CEBPZ,"CCAAT/enhancer binding protein (C/EBP), zeta",10153.0,2
10154,A_23_P414958,10009,PLXNC1,plexin C1,10154.0,12
10155,A_23_P89884,10010,TRIM28,tripartite motif containing 28,10155.0,19
10157,CUST_8049_PI416261804,10012,AASS,aminoadipate-semialdehyde synthase,10157.0,7
10158,A_23_P394304,10013,PDZK1IP1,PDZK1 interacting protein 1,10158.0,1
10159,A_23_P11353,10014,ATP6AP2,"ATPase, H+ transporting, lysosomal accessory protein 2",10159.0,X
10160,A_23_P308763,10015,FARP1,"FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)",10160.0,13
10161,A_23_P2705,10016,LPAR6,lysophosphatidic acid receptor 6,10161.0,13
10162,CUST_15356_PI416261804,10017,U47924.1,lysophosphatidylcholine acyltransferase 3,10162.0,12
10163,A_32_P41461,10018,WASF2,"WAS protein family, member 2",10163.0,1
10164,A_23_P141035,10019,CHST4,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4,10164.0,16
10165,A_32_P157402,10020,SLC25A13,"solute carrier family 25 (aspartate/glutamate carrier), member 13",10165.0,7
10166,A_23_P128650,10021,SLC25A15,solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15,10166.0,13
10168,A_23_P69055,10023,ZNF197,zinc finger protein 197,10168.0,3
10169,A_24_P244916,10024,SERF2,small EDRK-rich factor 2,10169.0,15
10170,A_23_P56559,10025,DHRS9,dehydrogenase/reductase (SDR family) member 9,10170.0,2
10171,A_23_P9152,10026,RCL1,RNA terminal phosphate cyclase-like 1,10171.0,9
10172,CUST_714_PI416261804,10027,ZNF256,zinc finger protein 256,10172.0,19
10174,A_23_P300714,10029,SORBS3,sorbin and SH3 domain containing 3,10174.0,8
10175,A_23_P14473,10030,CNIH,cornichon homolog (Drosophila),10175.0,14
10178,CUST_1517_PI416261804,10032,ODZ1,"odz, odd Oz/ten-m homolog 1 (Drosophila)",10178.0,X
10179,CUST_8473_PI416261804,10033,AP002373.1,RNA binding motif protein 7,10179.0,11
10180,A_23_P57941,10034,RBM6,RNA binding motif protein 6,10180.0,3
10181,A_23_P18276,10035,RBM5,RNA binding motif protein 5,10181.0,3
10184,A_23_P255104,10038,LHFPL2,lipoma HMGIC fusion partner-like 2,10184.0,5
10186,A_23_P88069,10040,LHFP,lipoma HMGIC fusion partner,10186.0,13
10188,A_23_P61633,10042,TNK2,"tyrosine kinase, non-receptor, 2",10188.0,3
10189,A_23_P152984,10043,THOC4,Aly/REF export factor,10189.0,17
10190,A_23_P154330,10044,TXNDC9,thioredoxin domain containing 9,10190.0,2
10193,A_24_P244470,10047,RNF41,ring finger protein 41,10193.0,12
10194,A_23_P27381,10048,TSHZ1,teashirt zinc finger homeobox 1,10194.0,18
10195,A_24_P414269,10049,ALG3,"asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae)",10195.0,3
10196,A_23_P9894,10050,PRMT3,protein arginine methyltransferase 3,10196.0,11
10197,A_24_P344307,10051,PSME3,"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)",10197.0,17
10198,A_23_P13657,10052,MPHOSPH9,M-phase phosphoprotein 9,10198.0,12
10199,A_23_P5586,10053,MPHOSPH10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),10199.0,2
10200,CUST_852_PI416261804,10054,MPHOSPH6,M-phase phosphoprotein 6,10200.0,16
10201,A_23_P313961,10055,NME6,NME/NM23 nucleoside diphosphate kinase 6,10201.0,3
10202,A_23_P321501,10056,DHRS2,dehydrogenase/reductase (SDR family) member 2,10202.0,14
10203,CUST_14234_PI416261804,10057,CALCRL,calcitonin receptor-like,10203.0,2
10204,A_23_P118038,10058,NUTF2,nuclear transport factor 2,10204.0,16
10205,A_23_P150379,10059,MPZL2,myelin protein zero-like 2,10205.0,11
10206,A_23_P87973,10060,TRIM13,tripartite motif containing 13,10206.0,13
10207,A_23_P126100,10061,INADL,InaD-like (Drosophila),10207.0,1
10208,A_24_P338757,10062,USPL1,ubiquitin specific peptidase like 1,10208.0,13
10209,A_32_P53049,10063,EIF1,eukaryotic translation initiation factor 1,10209.0,17
10210,A_23_P32217,10064,TOPORS,"topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase",10210.0,9
10211,A_23_P214603,10065,FLOT1,flotillin 1,10211.0,6
10212,A_23_P78664,10066,DDX39,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39A,10212.0,19
10213,A_23_P165691,10067,PSMD14,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",10213.0,2
10214,A_23_P114134,10068,SSX3,"synovial sarcoma, X breakpoint 3",10214.0,X
10215,A_23_P211079,10069,OLIG2,oligodendrocyte lineage transcription factor 2,10215.0,21
10217,A_24_P251534,10071,CTDSPL,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like",10217.0,3
10218,CUST_6484_PI416261804,10072,ANGPTL7,angiopoietin-like 7,10218.0,1
10219,A_23_P64898,10073,KLRG1,"killer cell lectin-like receptor subfamily G, member 1",10219.0,12
10220,A_23_P76102,10074,GDF11,growth differentiation factor 11,10220.0,12
10221,A_24_P252497,10075,TRIB1,tribbles homolog 1 (Drosophila),10221.0,8
10223,A_24_P319374,10077,GPA33,glycoprotein A33 (transmembrane),10223.0,1
10224,A_23_P67278,10078,ZNF443,zinc finger protein 443,10224.0,19
10225,A_23_P44155,10079,CD96,CD96 molecule,10225.0,3
10226,A_23_P101707,10080,M6PRBP1,perilipin 3,10226.0,19
10227,A_23_P41246,10081,MFSD10,major facilitator superfamily domain containing 10,10227.0,4
10228,A_23_P97725,10082,STX6,syntaxin 6,10228.0,1
10229,A_24_P398972,10083,COQ7,"coenzyme Q7 homolog, ubiquinone (yeast)",10229.0,16
10230,A_23_P4153,10084,NBR2,neighbor of BRCA1 gene 2 (non-protein coding),10230.0,17
10231,A_32_P156851,10085,RCAN2,regulator of calcineurin 2,10231.0,6
10232,CUST_14990_PI416261804,10086,MSLN,mesothelin,10232.0,16
10233,A_23_P36689,10087,LRRC23,leucine rich repeat containing 23,10233.0,12
10234,A_23_P253958,10088,LRRC17,leucine rich repeat containing 17,10234.0,7
10235,A_23_P64058,10089,RASGRP2,RAS guanyl releasing protein 2 (calcium and DAG-regulated),10235.0,11
10236,A_23_P45726,10090,HNRNPR,heterogeneous nuclear ribonucleoprotein R,10236.0,1
10237,A_23_P89455,10091,SLC35B1,"solute carrier family 35, member B1",10237.0,17
10238,A_23_P26836,10092,DCAF7,DDB1 and CUL4 associated factor 7,10238.0,17
10239,A_24_P287683,10093,AP3S2,"adaptor-related protein complex 3, sigma 2 subunit",10239.0,15
10240,A_23_P162807,10094,MRPS31,mitochondrial ribosomal protein S31,10240.0,13
10241,A_23_P4223,10095,CALCOCO2,calcium binding and coiled-coil domain 2,10241.0,17
10242,A_23_P158675,10096,KCNMB2,"potassium large conductance calcium-activated channel, subfamily M, beta member 2",10242.0,3
10243,CUST_5089_PI416261804,10097,GPHN,gephyrin,10243.0,14
10244,A_24_P386323,10098,RABEPK,Rab9 effector protein with kelch motifs,10244.0,9
10245,A_23_P33886,10099,TIMM17B,translocase of inner mitochondrial membrane 17 homolog B (yeast),10245.0,X
10246,CUST_1123_PI416261804,10100,SLC17A2,"solute carrier family 17 (sodium phosphate), member 2",10246.0,6
10247,A_23_P134714,10101,HRSP12,heat-responsive protein 12,10247.0,8
10248,A_23_P134274,10102,POP7,"processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)",10248.0,7
10249,CUST_13395_PI416261804,10103,GLYAT,glycine-N-acyltransferase,10249.0,11
10250,A_24_P264192,10104,SRRM1,serine/arginine repetitive matrix 1,10250.0,1
10251,A_23_P311010,10105,SPRY3,sprouty homolog 3 (Drosophila),10251.0,X|Y
10252,A_23_P144476,10106,SPRY1,"sprouty homolog 1, antagonist of FGF signaling (Drosophila)",10252.0,4
10253,A_23_P128698,10107,SPRY2,sprouty homolog 2 (Drosophila),10253.0,13
10254,A_23_P209215,10108,STAM2,signal transducing adaptor molecule (SH3 domain and ITAM motif) 2,10254.0,2
10255,CUST_103_PI417507815,10109,HCG9,HLA complex group 9 (non-protein coding),10255.0,6
10256,CUST_5619_PI416261804,10110,CNKSR1,connector enhancer of kinase suppressor of Ras 1,10256.0,1
10257,A_24_P16913,10111,ABCC4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",10257.0,13
10260,A_24_P136497,10114,DENND4A,DENN/MADD domain containing 4A,10260.0,15
10261,A_23_P106629,10115,IGSF6,"immunoglobulin superfamily, member 6",10261.0,16
10262,CUST_11691_PI416261804,10116,SF3B4,"splicing factor 3b, subunit 4, 49kDa",10262.0,1
10263,A_23_P104579,10117,CDK2AP2,cyclin-dependent kinase 2 associated protein 2,10263.0,11
10265,A_23_P9779,10119,IRX5,iroquois homeobox 5,10265.0,16
10266,CUST_14429_PI416261804,10120,RAMP2,receptor (G protein-coupled) activity modifying protein 2,10266.0,17
10267,A_23_P50946,10121,RAMP1,receptor (G protein-coupled) activity modifying protein 1,10267.0,2
10268,A_23_P111737,10122,RAMP3,receptor (G protein-coupled) activity modifying protein 3,10268.0,7
10269,A_23_P137427,10123,ZMPSTE24,zinc metallopeptidase STE24 homolog (S. cerevisiae),10269.0,1
10270,A_23_P142380,10124,AKAP8,A kinase (PRKA) anchor protein 8,10270.0,19
10272,CUST_9965_PI416261804,10126,FSTL3,follistatin-like 3 (secreted glycoprotein),10272.0,19
10273,A_23_P37870,10127,STUB1,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",10273.0,16
10274,A_23_P357365,10128,STAG1,stromal antigen 1,10274.0,3
10276,A_23_P83931,10130,NET1,neuroepithelial cell transforming 1,10276.0,10
10277,A_23_P201279,10131,UBE4B,ubiquitination factor E4B,10277.0,1
10278,A_23_P48561,10132,EFS,embryonal Fyn-associated substrate,10278.0,14
10279,A_23_P340131,10133,PRSS16,"protease, serine, 16 (thymus)",10279.0,6
10280,A_23_P146637,10134,SIGMAR1,sigma non-opioid intracellular receptor 1,10280.0,9
10281,A_23_P40455,10135,DSCR4,Down syndrome critical region gene 4,10281.0,21
10282,A_24_P269432,10136,BET1,blocked early in transport 1 homolog (S. cerevisiae),10282.0,7
10283,A_23_P92629,10137,SDCCAG10,CWC27 spliceosome-associated protein homolog (S. cerevisiae),10283.0,5
10284,A_23_P128587,10138,SAP18,"Sin3A-associated protein, 18kDa",10284.0,13
10285,A_23_P127233,10139,SMNDC1,survival motor neuron domain containing 1,10285.0,10
10286,A_23_P34930,10140,BCAS2,breast carcinoma amplified sequence 2,10286.0,1
10287,A_23_P257014,10141,RGS19,regulator of G-protein signaling 19,10287.0,20
10288,A_23_P208493,10142,LILRB2,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2",10288.0,19
10289,CUST_1746_PI416261804,10143,EIF1B,eukaryotic translation initiation factor 1B,10289.0,3
10290,A_23_P338919,10144,SPEG,SPEG complex locus,10290.0,2
10291,A_23_P104676,10145,SF3A1,"splicing factor 3a, subunit 1, 120kDa",10291.0,22
